STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LI,Liechtenstein,2018,,83.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2018,,76.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2018,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2018,,75.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2018,,76.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2018,,76.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2018,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2018,,81.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2018,,82.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2018,,77.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2018,,81.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2018,,75.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2018,,75.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2018,,82.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2018,,81.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2018,,77.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,TR,Türkiye,2018,,78.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,UA,Ukraine,2018,,73.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,UK,United Kingdom,2018,,81.3,,,,,
