STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,levels,Level,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2013,,7.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2014,,6.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2015,,7.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2016,,6.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2017,,6.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2018,,6.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2019,,5.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2020,,5.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2021,,5.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2022,,6.6,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2023,,6.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,AT,Austria,2024,,6.6,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2008,,6.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2009,,7.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2010,,7.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2011,,7.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2012,,7.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2013,,6.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2014,,7.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2015,,7.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2016,,7.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2017,,7.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2018,,7.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2019,,7.5,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2020,,6.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2021,,6.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2022,,6.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2023,,6.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BE,Belgium,2024,,6.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2008,,10.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2009,,9.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2010,,9.6,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2011,,9.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2012,,9.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2013,,8.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2014,,9.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2015,,9.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2016,,8.7,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2017,,8.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2018,,8.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2019,,7.6,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2020,,7.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2021,,7.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2022,,6.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2023,,7.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,BG,Bulgaria,2024,,6.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2008,,2.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2009,,2.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2010,,2.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2011,,2.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2012,,2.6,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2013,,3.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2014,,3.6,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2015,,3.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2016,,3.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2017,,3.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2018,,3.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2019,,3.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2020,,2.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2021,,3.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2022,,3.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CH,Switzerland,2023,,3.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2008,,6.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2009,,6.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2010,,5.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2011,,5.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2012,,5.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2013,,5.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2014,,4.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2015,,4.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2016,,3.8,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2017,,4.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2018,,4.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2019,,4.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2020,,5.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2021,,5.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2022,,5.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2023,,5.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CY,Cyprus,2024,,5.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2008,,10.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2009,,10.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2010,,9.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2011,,10.0,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2012,,10.3,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2013,,10.4,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2014,,9.5,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2015,,9.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2016,,9.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2017,,9.2,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2018,,9.1,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2019,,8.7,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2020,,7.9,,,,,
dataflow,ESTAT:HLTH_SILC_02$DV_381(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,BAD,Bad,CZ,Czechia,2021,,7.2,,,,,
