STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2017,,17.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2018,,17.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2019,,16.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2020,,16.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2021,,17.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2022,,18.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2023,,18.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2024,,18.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2015,,25.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2016,,24.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2017,,22.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2018,,21.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2019,,21.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2020,,20.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2021,,19.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2022,,18.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2023,,17.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2024,,17.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2015,,12.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2016,,12.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2017,,12.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2018,,12.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2019,,12.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2020,,12.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2021,,12.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2022,,12.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2023,,13.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2024,,13.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2015,,19.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2016,,19.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2017,,19.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2018,,19.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2019,,19.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2020,,20.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2021,,21.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2022,,22.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2023,,22.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DE,Germany,2024,,21.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2015,,27.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2016,,27.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2017,,26.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2018,,26.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2019,,26.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2020,,25.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2021,,25.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2022,,25.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2023,,25.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",DK,Denmark,2024,,24.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2015,,30.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2016,,29.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2017,,29.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2018,,28.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2019,,27.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2020,,27.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2021,,27.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2022,,27.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2023,,26.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EA20,Euro area – 20 countries (from 2023),2024,,26.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EE,Estonia,2015,,18.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EE,Estonia,2016,,17.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",EE,Estonia,2017,,17.7,,,,,
