STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EL,Greece,2023,,77.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2023,,62.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2023,,81.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2023,,78.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2023,,84.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2023,,81.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",IE,Ireland,2023,,82.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",IS,Iceland,2023,,76.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",IT,Italy,2023,,63.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",LT,Lithuania,2023,,88.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",LU,Luxembourg,2023,,76.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",LV,Latvia,2023,,84.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",MT,Malta,2023,,70.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",NL,Netherlands,2023,,76.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",NO,Norway,2023,,75.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",PL,Poland,2023,,88.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",PT,Portugal,2023,,58.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",RO,Romania,2023,,77.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",RS,Serbia,2023,,80.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",SE,Sweden,2023,,80.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",SI,Slovenia,2023,,83.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",SK,Slovakia,2023,,87.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",TR,Türkiye,2023,,46.9,,,,,
