STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,levels,Level,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,EL,Greece,2018,,76.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,ES,Spain,2018,,73.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,FI,Finland,2018,,68.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,FR,France,2018,,67.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,HR,Croatia,2018,,60.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,HU,Hungary,2018,,60.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,IE,Ireland,2018,,84.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,IS,Iceland,2018,,76.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,IT,Italy,2018,,73.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,LT,Lithuania,2018,,44.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,LU,Luxembourg,2018,,68.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,LV,Latvia,2018,,47.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,ME,Montenegro,2018,,71.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,MK,North Macedonia,2018,,75.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,MT,Malta,2018,,75.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2018,,75.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2018,,76.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2018,,59.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2018,,49.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2018,,70.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2018,,56.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2018,,75.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SI,Slovenia,2018,,65.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SK,Slovakia,2018,,66.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,TR,Türkiye,2018,,67.1,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,UK,United Kingdom,2018,,71.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,XK,Kosovo*,2018,,83.3,,,,,
