STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,levels,Level,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,IE,Ireland,2018,,38.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,IS,Iceland,2018,,38.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,IT,Italy,2018,,58.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,LT,Lithuania,2018,,37.1,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,LU,Luxembourg,2018,,45.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,LV,Latvia,2018,,41.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,ME,Montenegro,2018,,31.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,MK,North Macedonia,2018,,46.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,MT,Malta,2018,,50.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,NL,Netherlands,2018,,52.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,NO,Norway,2018,,47.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,PL,Poland,2018,,43.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,PT,Portugal,2018,,39.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,RO,Romania,2018,,44.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,RS,Serbia,2018,,35.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,SE,Sweden,2018,,47.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,SI,Slovenia,2018,,45.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,SK,Slovakia,2018,,44.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,TR,Türkiye,2018,,60.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,UK,United Kingdom,2018,,39.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,GOOD,Good,XK,Kosovo*,2018,,44.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,AL,Albania,2018,,53.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,AT,Austria,2018,,32.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,BE,Belgium,2018,,28.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,BG,Bulgaria,2018,,19.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,CH,Switzerland,2018,,35.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,CY,Cyprus,2018,,46.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,CZ,Czechia,2018,,19.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,DE,Germany,2018,,18.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,DK,Denmark,2018,,26.1,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,EE,Estonia,2018,,8.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,EL,Greece,2018,,46.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,ES,Spain,2018,,22.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,FI,Finland,2018,,17.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,FR,France,2018,,23.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,HR,Croatia,2018,,28.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,HU,Hungary,2018,,16.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,IE,Ireland,2018,,45.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,IS,Iceland,2018,,38.1,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,IT,Italy,2018,,15.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,LT,Lithuania,2018,,6.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,LU,Luxembourg,2018,,23.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,LV,Latvia,2018,,5.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,ME,Montenegro,2018,,39.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,MK,North Macedonia,2018,,29.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,MT,Malta,2018,,24.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,NL,Netherlands,2018,,23.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,NO,Norway,2018,,28.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,PL,Poland,2018,,15.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,PT,Portugal,2018,,9.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,RO,Romania,2018,,26.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,RS,Serbia,2018,,21.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,SE,Sweden,2018,,28.9,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,SI,Slovenia,2018,,20.1,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,SK,Slovakia,2018,,22.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,TR,Türkiye,2018,,6.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,UK,United Kingdom,2018,,31.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VGOOD,Very good,XK,Kosovo*,2018,,38.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,AL,Albania,2018,,81.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,AT,Austria,2018,,71.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,BE,Belgium,2018,,74.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,BG,Bulgaria,2018,,66.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,CH,Switzerland,2018,,80.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,CY,Cyprus,2018,,77.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,CZ,Czechia,2018,,62.1,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,DE,Germany,2018,,65.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,DK,Denmark,2018,,71.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,EE,Estonia,2018,,51.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,EL,Greece,2018,,76.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,ES,Spain,2018,,73.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,FI,Finland,2018,,68.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,FR,France,2018,,67.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,HR,Croatia,2018,,60.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,HU,Hungary,2018,,60.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,IE,Ireland,2018,,84.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,IS,Iceland,2018,,76.7,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,IT,Italy,2018,,73.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,LT,Lithuania,2018,,44.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,LU,Luxembourg,2018,,68.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,LV,Latvia,2018,,47.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,ME,Montenegro,2018,,71.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,MK,North Macedonia,2018,,75.5,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,MT,Malta,2018,,75.0,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NL,Netherlands,2018,,75.8,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,NO,Norway,2018,,76.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PL,Poland,2018,,59.2,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,PT,Portugal,2018,,49.3,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RO,Romania,2018,,70.6,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,RS,Serbia,2018,,56.4,,,,,
dataflow,ESTAT:HLTH_SILC_02(1.0),"Self-perceived health by sex, age and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y_GE16,16 years or over,T,Total,VG_G,Very good or good,SE,Sweden,2018,,75.9,,,,,
