STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2019,,24.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2020,,25.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2021,,26.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2022,,26.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2023,,26.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2024,,29.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2015,,34.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2016,,35.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2017,,36.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2018,,37.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2019,,38.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2020,,39.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2021,,39.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2022,,39.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2023,,40.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2024,,40.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2015,,36.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2016,,37.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2017,,38.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2018,,39.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2019,,40.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2020,,41.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2021,,42.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2022,,44.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2023,,46.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2024,,46.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2015,,19.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2016,,20.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2017,,21.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2018,,21.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2019,,21.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2020,,22.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2021,,23.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2022,,23.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2023,,23.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2024,,23.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2015,,23.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2016,,24.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2017,,24.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2018,,25.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2019,,26.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2020,,27.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2021,,28.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2022,,28.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2023,,28.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2024,,29.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2015,,30.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2016,,31.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2017,,32.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2018,,32.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2019,,33.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2020,,33.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2021,,34.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2022,,35.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2023,,35.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2024,,37.3,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2015,,25.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2016,,26.4,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2017,,27.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2018,,27.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2019,,28.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2020,,29.8,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2021,,30.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2022,,30.9,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2023,,31.5,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EA20,Euro area – 20 countries (from 2023),2024,,32.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2015,,32.0,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2016,,33.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2017,,33.6,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2018,,34.1,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2019,,34.7,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2020,,35.2,,,,,
dataflow,ESTAT:EDAT_LFSE_03$DV_598(1.0),"Population by educational attainment level, sex and age (%) - main indicators",A,Annual,T,Total,Y15-64,From 15 to 64 years,PC,Percentage,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2021,,36.0,,b,break in time series,,
